2023-11-13 13:55:17.761711
What were my total sales in FLORAL Last Complete Year?|Total sales in FLORAL Last Complete Year.
Which departments in SCRANTON WILKESBARRE have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in SCRANTON WILKESBARRE with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in SO TIER have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in SO TIER with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in SYRACUSE have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in SYRACUSE with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in UTICA have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in UTICA with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in VT NEW HAMPSHIRE have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in VT NEW HAMPSHIRE with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in WESTERN MASS have a positive net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in WESTERN MASS with a positive net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in ADIRONDACKS have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in ADIRONDACKS with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in BING ONEONTA have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in BING ONEONTA with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in CAPITAL DISTRICT have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in CAPITAL DISTRICT with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in GREATER HARTFORD have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in GREATER HARTFORD with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in GREATER WORCESTER have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in GREATER WORCESTER with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in SCRANTON WILKESBARRE have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in SCRANTON WILKESBARRE with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in SO TIER have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in SO TIER with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in SYRACUSE have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in SYRACUSE with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in UTICA have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in UTICA with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in VT NEW HAMPSHIRE have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in VT NEW HAMPSHIRE with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in WESTERN MASS have a negative net gain in sales this period compared to the same period last year excluding pharmacy?|The departments in WESTERN MASS with a negative net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in ADIRONDACKS has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in ADIRONDACKS with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in BING ONEONTA has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in BING ONEONTA with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in CAPITAL DISTRICT has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in CAPITAL DISTRICT with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in GREATER HARTFORD has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in GREATER HARTFORD with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in GREATER WORCESTER has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in GREATER WORCESTER with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in SCRANTON WILKESBARRE has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in SCRANTON WILKESBARRE with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in SO TIER has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in SO TIER with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in SYRACUSE has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in SYRACUSE with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in UTICA has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in UTICA with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in VT NEW HAMPSHIRE has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in VT NEW HAMPSHIRE with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in WESTERN MASS has the largest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in WESTERN MASS with the largest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in ADIRONDACKS has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in ADIRONDACKS with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in BING ONEONTA has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in BING ONEONTA with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in CAPITAL DISTRICT has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in CAPITAL DISTRICT with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in GREATER HARTFORD has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in GREATER HARTFORD with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in GREATER WORCESTER has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in GREATER WORCESTER with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in SCRANTON WILKESBARRE has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in SCRANTON WILKESBARRE with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in SO TIER has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in SO TIER with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in SYRACUSE has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in SYRACUSE with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in UTICA has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in UTICA with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in VT NEW HAMPSHIRE has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in VT NEW HAMPSHIRE with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which department in WESTERN MASS has the smallest net gain in sales this period compared to the same period last year excluding pharmacy?|The department in WESTERN MASS with the smallest net gain in sales this period compared to the same period last year excluding pharmacy.
Which departments in ADIRONDACKS have a positive net gain in sales this last complete week compared to the same week last year?|The departments in ADIRONDACKS with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in BING ONEONTA have a positive net gain in sales this last complete week compared to the same week last year?|The departments in BING ONEONTA with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in CAPITAL DISTRICT have a positive net gain in sales this last complete week compared to the same week last year?|The departments in CAPITAL DISTRICT with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in GREATER HARTFORD have a positive net gain in sales this last complete week compared to the same week last year?|The departments in GREATER HARTFORD with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in GREATER WORCESTER have a positive net gain in sales this last complete week compared to the same week last year?|The departments in GREATER WORCESTER with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in SCRANTON WILKESBARRE have a positive net gain in sales this last complete week compared to the same week last year?|The departments in SCRANTON WILKESBARRE with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in SO TIER have a positive net gain in sales this last complete week compared to the same week last year?|The departments in SO TIER with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in SYRACUSE have a positive net gain in sales this last complete week compared to the same week last year?|The departments in SYRACUSE with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in UTICA have a positive net gain in sales this last complete week compared to the same week last year?|The departments in UTICA with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in VT NEW HAMPSHIRE have a positive net gain in sales this last complete week compared to the same week last year?|The departments in VT NEW HAMPSHIRE with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in WESTERN MASS have a positive net gain in sales this last complete week compared to the same week last year?|The departments in WESTERN MASS with a positive net gain in sales this last complete week compared to the same week last year.
Which departments in ADIRONDACKS have a negative net gain in sales this last complete week compared to the same week last year?|The departments in ADIRONDACKS with a negative net gain in sales this last complete week compared to the same week last year.
Which departments in BING ONEONTA have a negative net gain in sales this last complete week compared to the same week last year?|The departments in BING ONEONTA with a negative net gain in sales this last complete week compared to the same week last year.
Which departments in CAPITAL DISTRICT have a negative net gain in sales this last complete week compared to the same week last year?|The departments in CAPITAL DISTRICT with a negative net gain in sales this last complete week compared to the same week last year.
Which departments in GREATER HARTFORD have a negative net gain in sales this last complete week compared to the same week last year?|The departments in GREATER HARTFORD with a negative net gain in sales this last complete week compared to the same week last year.
Which departments in GREATER WORCESTER have a negative net gain in sales this last complete week compared to the same week last year?|The departments in GREATER WORCESTER with a negative net gain in sales this last complete week compared to the same week last year.
Which departments in SCRANTON WILKESBARRE have a negative net gain in sales this last complete week compared to the same week last year?|The departments in SCRANTON WILKESBARRE with a negative net gain in sales this last complete week compared to the same week last year.
Which departments in SO TIER have a negative net gain in sales this last complete week compared to the same week last year?|The departments in SO TIER with a negative net gain in sales this last complete week compared to the same week last year.
Which departments in SYRACUSE have a negative net gain in sales this last complete week compared to the same week last year?|The departments in SYRACUSE with a negative net gain in sales this last complete week compared to the same week last year.
Which departments in UTICA have a negative net gain in sales this last complete week compared to the same week last year?|The departments in UTICA with a negative net gain in sales this last complete week compared to the same week last year.
Which departments in VT NEW HAMPSHIRE have a negative net gain in sales this last complete week compared to the same week last year?|The departments in VT NEW HAMPSHIRE with a negative net gain in sales this last complete week compared to the same week last year.
Which departments in WESTERN MASS have a negative net gain in sales this last complete week compared to the same week last year?|The departments in WESTERN MASS with a negative net gain in sales this last complete week compared to the same week last year.
Which department in ADIRONDACKS has the largest net gain in sales this last complete week compared to the same week last year?|The department in ADIRONDACKS with the largest net gain in sales this last complete week compared to the same week last year.
Which department in BING ONEONTA has the largest net gain in sales this last complete week compared to the same week last year?|The department in BING ONEONTA with the largest net gain in sales this last complete week compared to the same week last year.
Which department in CAPITAL DISTRICT has the largest net gain in sales this last complete week compared to the same week last year?|The department in CAPITAL DISTRICT with the largest net gain in sales this last complete week compared to the same week last year.
Which department in GREATER HARTFORD has the largest net gain in sales this last complete week compared to the same week last year?|The department in GREATER HARTFORD with the largest net gain in sales this last complete week compared to the same week last year.
Which department in GREATER WORCESTER has the largest net gain in sales this last complete week compared to the same week last year?|The department in GREATER WORCESTER with the largest net gain in sales this last complete week compared to the same week last year.
Which department in SCRANTON WILKESBARRE has the largest net gain in sales this last complete week compared to the same week last year?|The department in SCRANTON WILKESBARRE with the largest net gain in sales this last complete week compared to the same week last year.
Which department in SO TIER has the largest net gain in sales this last complete week compared to the same week last year?|The department in SO TIER with the largest net gain in sales this last complete week compared to the same week last year.
Which department in SYRACUSE has the largest net gain in sales this last complete week compared to the same week last year?|The department in SYRACUSE with the largest net gain in sales this last complete week compared to the same week last year.
Which department in UTICA has the largest net gain in sales this last complete week compared to the same week last year?|The department in UTICA with the largest net gain in sales this last complete week compared to the same week last year.
Which department in VT NEW HAMPSHIRE has the largest net gain in sales this last complete week compared to the same week last year?|The department in VT NEW HAMPSHIRE with the largest net gain in sales this last complete week compared to the same week last year.
Which department in WESTERN MASS has the largest net gain in sales this last complete week compared to the same week last year?|The department in WESTERN MASS with the largest net gain in sales this last complete week compared to the same week last year.
Which department in ADIRONDACKS has the smallest net gain in sales this last complete week compared to the same week last year?|The department in ADIRONDACKS with the smallest net gain in sales this last complete week compared to the same week last year.
Which department in BING ONEONTA has the smallest net gain in sales this last complete week compared to the same week last year?|The department in BING ONEONTA with the smallest net gain in sales this last complete week compared to the same week last year.
Which department in CAPITAL DISTRICT has the smallest net gain in sales this last complete week compared to the same week last year?|The department in CAPITAL DISTRICT with the smallest net gain in sales this last complete week compared to the same week last year.
Which department in GREATER HARTFORD has the smallest net gain in sales this last complete week compared to the same week last year?|The department in GREATER HARTFORD with the smallest net gain in sales this last complete week compared to the same week last year.
Which department in GREATER WORCESTER has the smallest net gain in sales this last complete week compared to the same week last year?|The department in GREATER WORCESTER with the smallest net gain in sales this last complete week compared to the same week last year.
Which department in SCRANTON WILKESBARRE has the smallest net gain in sales this last complete week compared to the same week last year?|The department in SCRANTON WILKESBARRE with the smallest net gain in sales this last complete week compared to the same week last year.
Which department in SO TIER has the smallest net gain in sales this last complete week compared to the same week last year?|The department in SO TIER with the smallest net gain in sales this last complete week compared to the same week last year.
Which department in SYRACUSE has the smallest net gain in sales this last complete week compared to the same week last year?|The department in SYRACUSE with the smallest net gain in sales this last complete week compared to the same week last year.
Which department in UTICA has the smallest net gain in sales this last complete week compared to the same week last year?|The department in UTICA with the smallest net gain in sales this last complete week compared to the same week last year.
Which department in VT NEW HAMPSHIRE has the smallest net gain in sales this last complete week compared to the same week last year?|The department in VT NEW HAMPSHIRE with the smallest net gain in sales this last complete week compared to the same week last year.
Which department in WESTERN MASS has the smallest net gain in sales this last complete week compared to the same week last year?|The department in WESTERN MASS with the smallest net gain in sales this last complete week compared to the same week last year.
Which departments in ADIRONDACKS have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in ADIRONDACKS with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in BING ONEONTA have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in BING ONEONTA with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in CAPITAL DISTRICT have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in CAPITAL DISTRICT with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in GREATER HARTFORD have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in GREATER HARTFORD with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in GREATER WORCESTER have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in GREATER WORCESTER with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in SCRANTON WILKESBARRE have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in SCRANTON WILKESBARRE with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in SO TIER have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in SO TIER with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in SYRACUSE have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in SYRACUSE with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in UTICA have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in UTICA with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in VT NEW HAMPSHIRE have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in VT NEW HAMPSHIRE with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in WESTERN MASS have a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in WESTERN MASS with a positive net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in ADIRONDACKS have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in ADIRONDACKS with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in BING ONEONTA have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in BING ONEONTA with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in CAPITAL DISTRICT have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in CAPITAL DISTRICT with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in GREATER HARTFORD have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in GREATER HARTFORD with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in GREATER WORCESTER have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in GREATER WORCESTER with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in SCRANTON WILKESBARRE have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in SCRANTON WILKESBARRE with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in SO TIER have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in SO TIER with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in SYRACUSE have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in SYRACUSE with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in UTICA have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in UTICA with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in VT NEW HAMPSHIRE have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in VT NEW HAMPSHIRE with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in WESTERN MASS have a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The departments in WESTERN MASS with a negative net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in ADIRONDACKS has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in ADIRONDACKS with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in BING ONEONTA has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in BING ONEONTA with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in CAPITAL DISTRICT has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in CAPITAL DISTRICT with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in GREATER HARTFORD has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in GREATER HARTFORD with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in GREATER WORCESTER has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in GREATER WORCESTER with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in SCRANTON WILKESBARRE has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in SCRANTON WILKESBARRE with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in SO TIER has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in SO TIER with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in SYRACUSE has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in SYRACUSE with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in UTICA has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in UTICA with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in VT NEW HAMPSHIRE has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in VT NEW HAMPSHIRE with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in WESTERN MASS has the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in WESTERN MASS with the largest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in ADIRONDACKS has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in ADIRONDACKS with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in BING ONEONTA has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in BING ONEONTA with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in CAPITAL DISTRICT has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in CAPITAL DISTRICT with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in GREATER HARTFORD has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in GREATER HARTFORD with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in GREATER WORCESTER has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in GREATER WORCESTER with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in SCRANTON WILKESBARRE has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in SCRANTON WILKESBARRE with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in SO TIER has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in SO TIER with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in SYRACUSE has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in SYRACUSE with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in UTICA has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in UTICA with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in VT NEW HAMPSHIRE has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in VT NEW HAMPSHIRE with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which department in WESTERN MASS has the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy?|The department in WESTERN MASS with the smallest net gain in sales this last complete week compared to the same week last year excluding pharmacy.
Which departments in ADIRONDACKS have a positive net gain in sales last year compared to the year before? |The departments in ADIRONDACKS with a positive net gain in sales last year compared to the year before. 
Which departments in BING ONEONTA have a positive net gain in sales last year compared to the year before? |The departments in BING ONEONTA with a positive net gain in sales last year compared to the year before. 
Which departments in CAPITAL DISTRICT have a positive net gain in sales last year compared to the year before? |The departments in CAPITAL DISTRICT with a positive net gain in sales last year compared to the year before. 
Which departments in GREATER HARTFORD have a positive net gain in sales last year compared to the year before? |The departments in GREATER HARTFORD with a positive net gain in sales last year compared to the year before. 
Which departments in GREATER WORCESTER have a positive net gain in sales last year compared to the year before? |The departments in GREATER WORCESTER with a positive net gain in sales last year compared to the year before. 
Which departments in SCRANTON WILKESBARRE have a positive net gain in sales last year compared to the year before? |The departments in SCRANTON WILKESBARRE with a positive net gain in sales last year compared to the year before. 
Which departments in SO TIER have a positive net gain in sales last year compared to the year before? |The departments in SO TIER with a positive net gain in sales last year compared to the year before. 
Which departments in SYRACUSE have a positive net gain in sales last year compared to the year before? |The departments in SYRACUSE with a positive net gain in sales last year compared to the year before. 
Which departments in UTICA have a positive net gain in sales last year compared to the year before? |The departments in UTICA with a positive net gain in sales last year compared to the year before. 
Which departments in VT NEW HAMPSHIRE have a positive net gain in sales last year compared to the year before? |The departments in VT NEW HAMPSHIRE with a positive net gain in sales last year compared to the year before. 
Which departments in WESTERN MASS have a positive net gain in sales last year compared to the year before? |The departments in WESTERN MASS with a positive net gain in sales last year compared to the year before. 
Which departments in ADIRONDACKS have a negative net gain in sales this  last year compared to the year before?|The departments in ADIRONDACKS with a negative net gain in sales this  last year compared to the year before.
Which departments in BING ONEONTA have a negative net gain in sales this  last year compared to the year before?|The departments in BING ONEONTA with a negative net gain in sales this  last year compared to the year before.
Which departments in CAPITAL DISTRICT have a negative net gain in sales this  last year compared to the year before?|The departments in CAPITAL DISTRICT with a negative net gain in sales this  last year compared to the year before.
Which departments in GREATER HARTFORD have a negative net gain in sales this  last year compared to the year before?|The departments in GREATER HARTFORD with a negative net gain in sales this  last year compared to the year before.
Which departments in GREATER WORCESTER have a negative net gain in sales this  last year compared to the year before?|The departments in GREATER WORCESTER with a negative net gain in sales this  last year compared to the year before.
Which departments in SCRANTON WILKESBARRE have a negative net gain in sales this  last year compared to the year before?|The departments in SCRANTON WILKESBARRE with a negative net gain in sales this  last year compared to the year before.
Which departments in SO TIER have a negative net gain in sales this  last year compared to the year before?|The departments in SO TIER with a negative net gain in sales this  last year compared to the year before.
Which departments in SYRACUSE have a negative net gain in sales this  last year compared to the year before?|The departments in SYRACUSE with a negative net gain in sales this  last year compared to the year before.
Which departments in UTICA have a negative net gain in sales this  last year compared to the year before?|The departments in UTICA with a negative net gain in sales this  last year compared to the year before.
Which departments in VT NEW HAMPSHIRE have a negative net gain in sales this  last year compared to the year before?|The departments in VT NEW HAMPSHIRE with a negative net gain in sales this  last year compared to the year before.
Which departments in WESTERN MASS have a negative net gain in sales this  last year compared to the year before?|The departments in WESTERN MASS with a negative net gain in sales this  last year compared to the year before.
Which department in ADIRONDACKS has the largest net gain in sales this last year compared to the year before?|The department in ADIRONDACKS with the largest net gain in sales this last year compared to the year before.
Which department in BING ONEONTA has the largest net gain in sales this last year compared to the year before?|The department in BING ONEONTA with the largest net gain in sales this last year compared to the year before.
Which department in CAPITAL DISTRICT has the largest net gain in sales this last year compared to the year before?|The department in CAPITAL DISTRICT with the largest net gain in sales this last year compared to the year before.
Which department in GREATER HARTFORD has the largest net gain in sales this last year compared to the year before?|The department in GREATER HARTFORD with the largest net gain in sales this last year compared to the year before.
Which department in GREATER WORCESTER has the largest net gain in sales this last year compared to the year before?|The department in GREATER WORCESTER with the largest net gain in sales this last year compared to the year before.
Which department in SCRANTON WILKESBARRE has the largest net gain in sales this last year compared to the year before?|The department in SCRANTON WILKESBARRE with the largest net gain in sales this last year compared to the year before.
Which department in SO TIER has the largest net gain in sales this last year compared to the year before?|The department in SO TIER with the largest net gain in sales this last year compared to the year before.
Which department in SYRACUSE has the largest net gain in sales this last year compared to the year before?|The department in SYRACUSE with the largest net gain in sales this last year compared to the year before.
Which department in UTICA has the largest net gain in sales this last year compared to the year before?|The department in UTICA with the largest net gain in sales this last year compared to the year before.
Which department in VT NEW HAMPSHIRE has the largest net gain in sales this last year compared to the year before?|The department in VT NEW HAMPSHIRE with the largest net gain in sales this last year compared to the year before.
Which department in WESTERN MASS has the largest net gain in sales this last year compared to the year before?|The department in WESTERN MASS with the largest net gain in sales this last year compared to the year before.
Which department in ADIRONDACKS has the smallest net gain in sales this last year compared to the year before?|The department in ADIRONDACKS with the smallest net gain in sales this last year compared to the year before.
Which department in BING ONEONTA has the smallest net gain in sales this last year compared to the year before?|The department in BING ONEONTA with the smallest net gain in sales this last year compared to the year before.
Which department in CAPITAL DISTRICT has the smallest net gain in sales this last year compared to the year before?|The department in CAPITAL DISTRICT with the smallest net gain in sales this last year compared to the year before.
Which department in GREATER HARTFORD has the smallest net gain in sales this last year compared to the year before?|The department in GREATER HARTFORD with the smallest net gain in sales this last year compared to the year before.
Which department in GREATER WORCESTER has the smallest net gain in sales this last year compared to the year before?|The department in GREATER WORCESTER with the smallest net gain in sales this last year compared to the year before.
Which department in SCRANTON WILKESBARRE has the smallest net gain in sales this last year compared to the year before?|The department in SCRANTON WILKESBARRE with the smallest net gain in sales this last year compared to the year before.
Which department in SO TIER has the smallest net gain in sales this last year compared to the year before?|The department in SO TIER with the smallest net gain in sales this last year compared to the year before.
Which department in SYRACUSE has the smallest net gain in sales this last year compared to the year before?|The department in SYRACUSE with the smallest net gain in sales this last year compared to the year before.
Which department in UTICA has the smallest net gain in sales this last year compared to the year before?|The department in UTICA with the smallest net gain in sales this last year compared to the year before.
Which department in VT NEW HAMPSHIRE has the smallest net gain in sales this last year compared to the year before?|The department in VT NEW HAMPSHIRE with the smallest net gain in sales this last year compared to the year before.
Which department in WESTERN MASS has the smallest net gain in sales this last year compared to the year before?|The department in WESTERN MASS with the smallest net gain in sales this last year compared to the year before.
